,text,class
75,"Ещё 4 дня подряд работать, потом 1 выходной и 2 дня работы и конец всему По крайней мере я надеюсь",0
76,"Ой,может потому,что я этим всем обладаю и люблю,когда другие делают на этом акцент?",0
77,Мяу?,0
78,украла у кого-то  моя имя Юля какого оно цвета¿,0
79,"а вы заметили что в россии все необщительные дети стали подростками с полным набором детских травм, а дети которых можно было назвать солнышком стали подростками с полным набором детских травм",0
80,хотя поебать,0
82,я все ещё не могу поверить в это,0
83,"неужели нельзя меня оставить в покое, а забыла так же не интересно",0
84,"Коротко о моëм бывшем: Долбоëб, я тебя называаал.",0
86,"Что делать, если тебя хотят купить за переезд в Питер?..",0
87,"бля, иногда хочется, чтобы именно так и произшло",0
88,"в четверг я перекрасила чёрные ногти в коричневый, вчера опять в чёрный, сегодня опять в коричневый. у меня проблемы",0
90,"ханджи так же не была готова занять место эрвина, груз ответственности и осознание того чем она восхищалась сломали её, последней фразой ханджи было «титаны и в правду потрясающие» мы на секунду увидели ту ханджи которую полюбили и потеряли в 3 сезоне",0
91,Агрессивно пю чй,0
92,"Прости, не смогла стать идеальной.",0
93,"Название главы ""жизнь - сплошные плюсы"" при том что действие происходит на кладбище как бы среди крестов это мой верх постиронии и познания мемов",0
94,"сука я ебу я так обосралась когда мама у меня спросила Даша какой нам мультик посмотреть ну я доказала что не позер, сказала им рататуй посмотреть",0
95,да кто такие эти ваши циферки !!!,0
96,посмотрела «зов предков» всем спасибо я плачу над фильмом про собак второй день подряд,0
97,"щас бы купить кофе и вылить всё содержимое, потому что никто из семьи не пьёт его",0
98,"прикиньте, завтра будет другой огромный город",0
99,"давно я ничего не твитила, тем более ничего содежрательного;) последнюю неделю я чувствую себя пусто и странно и ничего делать не хочется. мне не плохо!! я просто хочу есть и спать. и в телефоне сидеть. максимальная непродуктивность. и меня саму это тяготит, неприкольно…",0
100,"По ее логике лучше если бы я ходила беременная, чем вела блять дневник охуеть",0
101,"В отношениях я иногда могу быть как ""je t'aime,mа vie"" А могу быть и ""хули ты от меня бегаешь? Ебать ты красивая! Просто поцелуй меня, не надо говорить «Спасибо» Я тот самый, кто не будет повторять это снова Талантливый подкат для талантливой особы!""",0
102,"Ругаюсь сама с собой из за того, что пока мама дома я ем три раза в день вместо одного ....",0
103,"Бляяяя, грамотность вышла из чата  Проститееееее",0
104,Хочу сырных чипсиков,0
105,"Я не знаю, но уже наверное пол года я просто ничего не понимаю, занавес все никак не рушится, я в вакууме, пустота.",0
106,ВСЕМ ДОБРОЕ УТРО ВОТ РЕАЛЬНО ДОБРОЕ РЕБЯТ Я ТАК АХУЕННО ПРОСНУЛАСЬ МММ ПРЯМ ВСЕГДА ХОЧУ ТАК ПРОСЫПАТЬСЯ а как я проснулась я говорить не буду и это не сарказм реально утро доброе а это бывает редко. И Я СРАЗУ БОДРЯЧКОМ РЕБЯТ ЩАС ЕЩЁ ВОСЬМИ УТРа нет!!!!!! гудмо!!!!!!!!!!!!!!!!!!!!,0
107,Когда я перестану строить ожидания насчёт людей.,0
110,господи какая же я тупая,0
112,"куча носков Сашины с коноплёй, а мои с зайчиками",0
113,"в школе недалеко от моей сделали проверку на никотин,им каждые 2 недели будут брать кровь на глубокий никотин,и если он есть ставят на учет и штраф я ебала что за бред",0
114,"закончила смотреть третий сезон леди бага, лежу, реву.. предпоследний кадр серий многое говорит кста если учесть, что две пары из сидящих канон, то можно ли говорить, что остальные тоже станут канонными?? лично для меня шип розы с джульекой канон.. и того чела в красной кофте и",0
115,беларусь смотрит и думает кого она вырастила,0
117,жану хочется чисто по человечески отсосать.,0
118,Иду скучать на пары.,0
119,"Искал мемы про виселицу, нашёл картинку с пидорами. Что со мной не так?",0
122,Это я сегодня встретила своего «бывшего друга»,0
123,"Первую девочку засыпали вопросами, а в протоколе только 3 обязательных вопроса. Убей меня, Гарри ",0
124,с днём спазмов. ,0
125,лабораторная по АПК // по ОП,0
128,"Ситуация: вставать в 6 утра, сейчас 2:30 и я в ебенях",0
129,"ПЖ АААААААААААА ТАКИЕ КРАСИВЫЕ, БОЖЕ, Я ЛЮБЛЮ ИХ НО ПОЧЕМУ МИР МУЛЬТИКОВ ОДНОВРЕМЕННО ПРЕКРАСЕН И ЖЕСТОК??? парень ведь человек, а не вампир - продолжительность его жизни очень коротка по сравнению с вампирами пж хочу плакать но сижу душню мне просто жалко их, но мб все будет ок",0
130,"У меня нет на карте 4 884 ¥ ,потому что у меня карты нет.",0
131,но в любом случае аой солнышко как и все девочки данганронпы,0
132,Видимо он воскресень...,0
133,И в этот раз не исключение,0
134,"Мне кажется что я сделала это намеренно, дабы показать что с меня хватит. Пора меняться. И внешне тоже.",0
136,Муд пойти грустно поесть,0
138,"Кто на закрытку цитатнул, выходи, поболтаем",0
139,"игра прошла, начались другие действия во сне. вижу очень маленькую станцию(?) где делают электричество или что-то такое для обеспечения городка. а там работали мои друзья. они били током каких-то странных людей, в чёрных масках и костюмах. эти люди будто были с элементами",0
141,Онет меня забуллили ХАХАХАХАХХАХАХАХАХХАХА,0
142,"а главе чисто буква ю, он интж",0
143,"Мое любимое в меде это то что там должны учиться роботы Чтобы при условии учебы с 8.00 до 18.00 кучи домашки и почти отсутствии сна быть бодрячком, не болеть т. к. отработки А еще в корпусах меда (ПАРАДОКС) нет мед кабинета с мед сестрой Стало плохо? Ну пожили и ХВАТИТ >>>>",0
144,Друзья! Радуемся за мою подружку ! Она проигнорила его извинения !,0
145,Вот блять как можно убить новогоднее настроение и вообще хоть намёк на хорошее настроение одной фразой ? Я блять сейчас психану и очищу свою комнату к чертям собачьим. Новый год 2020-2021 официально отменяется в моей душе. Лично для меня его не было.,0
146,"Но мне не хватает сил... Но, но не хватает сил...)",0
148,"вся лента в геншине, Я ВСЕ ПОНИМАЮ НО ПОЧЕМУ???? ТУТ ДАЖЕ О ЭЙТИЗ НИЧЕГО НЕ ВЫХОДИТ А ОДИН ГЕНШИН ",0
149,физра первым уроком?  меня там нет. даже не ищите,0
151,"я не ебу че такое андертейл, но эта хуйня у меня в голове крутится около часа и мне почти физически плохо",0
152,"Чел , ты слишком шикарен              ЗАЧЕМ ТЫ ЭТО СДЕЛАЛ?????? toiletboundhanakokun  hanako  anime  manga  аниме  манга  туалетныймальчикханакокун",0
153,"Главной сукой мира официально объявляю Природу: она наделила человека интеллектом, а потом добавила инстинкты самосохранения и продолжения рода. Ну не мразь ли?",0
154,да ,0
155,послушал я вашего айсиксвана,0
156,Я прошла демо версию егэ,0
158,мои комплексы vs little things by one direction  угадайте кто победил :)))))) подсказка: не ван дирекшен,0
159,молитесь за ойкаву!!! даешь могущество ойкаве,0
160,часы говорят мне:время крутить блант,0
161,"Ну я запустил поиск игры, там все дела, после выбора перса, случайно открылось лобби, и я вижу, что они меня удалили из друзей, я знатно орнул, но дизморальнуло тоже неслабо.",0
162,"итэр всё-таки решает немного позабавиться и зовёт сяо по имени сразу после его ухода. несмотря на все сомнения, адепту не нужно и секунды, чтобы очутиться перед путешественником и хихикающей паймон. сяо сразу понимает, в чём дело, лишь странно хмыкает и исчезает.",0
163,"Сегодня я проснулась с мыслями о том, что было вчера и поняла, что это не сон.",0
164,Мне пришла посылка с Али и сегодня мне придется столкнуться с самой устрашающей ОПГ мира- почта России....,0
166,Ладно я стараюсь не бояться базовых взаимодействий иначе в этой жизни я не выживу,0
167,"One moment you lay in the bed crying, then the other you are dancing in the kitchen with your boobs out",0
168,как мне нравитсяяяяяяя я не люблю читать книги но это мне нравится,0
169,"не спрашивайте как у меня дела, ведь подруга распечатала нам раскраски (у неё спайк, у меня эдгар), и мы завтра будем их раскрашивать в школе  хорошо живём",0
171,"основа для существования человека:еда, вода и сон но я и с этим не справляюсь)",0
172,"Просыпаться в пустой квартире приятно,но нагоняет мысли. Мысли о том,что ОНИ НЕ ВЫСЛУШАЛИ СПИСОК ПОКУПОК И УШЛИ,ЧЕРТИ.",0
173,Я очень люблю спать под одеялком... НО ЛЕТОМ ЭТО ПРОСТО НЕВОЗМООЖНОО,0
174,"Я забыла спрятать ашку. Если моя мама увидеть скажу ей что у меня есть подруга которой 16 (такая правда есть) она парит а радоки не знают, а у неё негде спрятать",0
175,Я просто сменил обувь,0
177,нежелание,0
178,"туман, сирена, тьма наступает?",0
179,фу,0
180,да почему шапка в тви не меняется су ка,0
182,"Поспал, а энергии меньше чем вчера, когда не спал всю ночь(",0
184,"НИК СОНХВА НА СУПЕРСТАР ""ЧХВЕ САН САМЫЙ КРАСИВЫЙ"" Я НОЮ..... ХВАСАНЕРКИ",0
185,"Друг:*целует в макушку* Я:RUN Д:В смысле? Брат:Беги, просто беги и не оглядывайся",0
187,Тусовка всем уже почти 20 это при встрече тебе говорят ''у меня подозрение на рак''. И страшно очень.,0
188,смоирите мне субин нравится,0
189,"в ленте очень много имён, похожих на имена энхайпен....... пытаюсь хоть так понемногу различать мальчиков, но так будет забавно, если это вообще не они будут ",0
190,"кк написали, что были случаи, когда нарушалась личная жизнь эйтиз, когда за ними следовали вне расписания. вишенкой на торте стала ситуация установления в машине эйтиз устройства для слежения. кк подадут иск на виновных без какого-либо смягчения наказания и так будет со всеми.",0
191,"сижу думаю, стоить ли мне удалить все соц. сети",0
193,щас задумалась что какая-то милая девушка в интернетике может оказаться парнем не в смысле обмана а в смысле трансгенности и сразу так страшно стало,0
194,"Со мной так не сработает 100% Сейчас же куча всяких спамеров будет, и меня тупо не заметят Но попытать удачу очень хочеца Ривлин, я призываю тебя. Явись на мой зов",0
195,"я сейчас на том уровне, когда радуюсь каждый раз, как от меня не отписываются люди. последнее время я занимаюмаюсь только ленью, и мне очень радостно видеть, как количество читателей не убавляется хотя бы...",0
196,ну и язык,0
198,"Знаете чего я еще боюсь если ВДРУГ у меня будет ребенок? С ним надо быть на одной волне и поддерживать его интересы. А иначе он(а) подумает: ""ууууу моя мамка такая старая и скучная жесть"", а что я ему отвечу? ""извини, сына/доча, я и в твоем возрасте была скучной""...",0
199,ПРАНКАНУЛИ НЕ ПО ДЕТСКИ,0
200,женщины таксистки > все остальные,0
201,Спасите меня из шараги пж,0
202,что и требовалось доказать,0
203,"Эмм... У меня были и другие соцсети, но добрые и хорошие люди мне попались только здесь... Поэтому спасибо вам....",0
204,"это обычный рофельный акк, довольно забавный",0
205,"Вместо ""велосипедная парковка"" прочитал ""волосатая парковка""",0
207,"не в бровь, а в глаз",0
208,"всем пис, я в стекле   ""стоит человеку через много месяцев сказать : "" давай начнём сначала "" и ты чувствуешь себя стеклянной крошкой """,0
209,"Однажды у меня на руках сидела трясогузка. Если Вы думаете, что это милая история и милая фотография, то Вы ошибаетесь. Она насерила мне прямо на рукава.",0
210,удивительно какую энергетику может иметь человек. встреча - целое событие. мотивация и желание остаётся ещё на долго.,0
212,ОООООООООООООООООООООО УУУУУУУУУУУУУУУ АААААААААААААААААААААА,0
213,местный авторитет тома держит всю инадзуму,0
215,Накрыла грусть Не давящая  Она не весит тонну  Приятная  Для которой не жалко времени,0
216,БЛЯЯЯЯЯЯЯЯЯЯЯЯЯЯААААААААААААААА У МЕНЯ ПРОБНИК ПО МАТЕМАТИКЕ В ПЯТНИЦУ МНЕ НЕЛЬЗЯ ПРОГУЛИВАТЬ,0
217,"какой мультик который в детстве вам убил психику, и почему это дом монстр и каролина в стране кошмаров",0
218,вы видите это мои любимые манхв ,0
220,С каждым разом мне все больше нравится  -мысли про смерть?  - секс -... -...,0
221,"в пижамке вся лохматая, сонная и болею но пожелаю вам доброе утро",0
222,"Знаете такие статуи мужчин с половым органом? Так вот, иногда нужно потереть его рукой и загадать желание. Когда Соукоку были на отдыхе в Куба Дазай случайно оторвал член у статуи и под конец экскурсии отдал его Чуе",0
223,"К примеру то, что играет",0
224,Блять люди кто не выспался это вам  ,0
225,тут маленький мальчик в кепке с молнией макквином ... кккчау,0
226,"я раньше не понимала как можно киннить одновременно 2 перса с абсолютно разной ролью и характером, но сейчас у меня такое ощущение, что я кинню дазая и аку одновременно, а точнее моим обеим личностям свойственно чередоваться между собой  это отвратительно.",0
227,окей казутора и lightbulbs это очень красиво,0
229,нихуя ты кен канэки,0
230,"Лул, да вы угораете? :D Милли с Кэти лучшие подружки, и они в разных командах? Это же как тим Эдварда и тим Джейкоба, только Виктора и Макса :D клуَбромантиٍки",0
231,телефоны доверия психологической помощи.  распространите.,0
232,"у россии три пути: ""это всё из-за телефона"", ""девочка умная, но ленивая"", ""мы в твоём возрасте такими глупостями не занимались""",0
233,"мама ""ну чё вкусный чай?"" я ""да очень"" мама ""так вот он закончился"" почему так.",0
234,Но больше я обожаю Сок,0
235,я перекрываю старые скетчи привет,0
237,Хочу так на работу ходить,0
238,только я привыкла к своему блонду---,0
239,я,0
240,БЛЯ КРАСИВО,0
243,на старости лет крыша совсем поехала бедная её семья все в её семье знают что у неё по четвергам классный час а им то зачем это знать всем уже мозги выебала со своими классными часами теперь все знают что унеё классный час в четверг даже если не хотят,0
245,"Сегр Одня был лучший день! Мы общались с тем, кто мне нравился(Лёшей), Колей, Ромой, Егором, Денисом. Мы после того, как поели, пошли на заброшку и играли там в монстров!",0
246,мой батя открыл окно чтобы интернет залетел вхажжазазахпвх разрывной,0
247,"Хочу в будущем поменять имя((  Не знаю почему, но хочу быть Арсенией",0
248,"Ой, еще люблю, когда ешь что-то, что тебе хочется. Что-то сладкое или вредное, да даже если это диетические продукты все орут, что это не еда блять",0
249,Меня будут спасать мешки с рассортированным вторсырьём...,0
250,"У нас с Тартальей был бы взаимный хейт, но мы бы вместе стебли и наебывали всех",0
252,Американцы удивляющиеся количеству людей убитых Кирой не знают кто такой Сталин и это заметно.,0
253,"дети, вы готовы упасть?",0
254,"мы будем петь оды под стоны той жрицы,которая голая на алтаре",0
255,Я в колодец иду топиться,0
256,у мя академия ведьмочек и юру кэмп,0
257,"чего, блять?",0
258,мне такой пиздец приснился. я приехала на тусовку к maneskin и томас с дамиано на спор друг другу зубы вырывали...,0
260,вдох выдох вдох выдох дарига дыши нужно дышать вдох выдох ВДОХ ВЫДОХ НЕТЬ БЛЯТЬ ВДОХ И СДОХ,0
262,серьезно блять я опаздываю на работу а на станции ни одного велосипеда,0
263,"Я перечитала пару глав Мары Дайер, снова поняла, насколько безумно люблю эту историю, и что мне давно пора читать вторую трилогию, и залезть в голову к лучшему мальчику этой Вселенной - Ною Шоу. Так что я села за перевод «Becoming of Noah Show».  МараДайер  НойШоу  МишельХодкин",0
266,ТЫСЯЧА У МЕНЯ ТЫСЯЧААААА,0
267,помянем мои волосы,0
268,Она такая умница Такая крутая Хочу по крутизне быть такой же,0
270,"смотрю молодежку божееее,такие флэшбеки",0
271,"вчера стояла ждала такси, минут 5, даже позвонила узнать где именно он остановился  в итоге оказалось, что машина стояла возле меня просто я слепая",0
272,ещё и выложила с этой подписью АПХАПХАПХА господи как тебя это задевает маринаааааа как мне вас троих жаль,0
274,me encanta poner : contaos algo en insta y q la gente de vd me cuente cosas super absurdas,0
275,"Мне почему-то кажется что работа продаваном для меня хороший вариант. Но это если коллектив попадётся хороший Мне тип ваще пахую, я спокойно общаюсь с людьми люблю у них чтото спрашивать невпопад и не краснеть (ну щас уже незнаю надо смотреть)",0
276,шла ,0
277,ЭТОТ ВАЙБ ТХТ Я ????????——,0
278,Просто милые скрины,0
279,Ахуеваю с себя ей богу,0
280,сегодня когда гуляла вечером чувствовала себя лайтом ягами потому что обдумывала каждый свой шаг по плану ору,0
281,Никто:  Моя кошка:,0
282,"Стать человеком с синдромом спасателя–самое ужасное, что когда либо со мной происходило. Сука и как мне от этого избавиться?! Меня ж это в могилу сведёт!!!",0
284,Мои опасения подтвердились. Но мне дали возможность исправить,0
285,посоветуйте анимку короткую но интересную,0
286,"Хочу парные оформы, хочу комфортить и потом же орать как дебилы с этим человеком, хочу страдать хуйней и не чувствовать себя скованно, хочу звонить без предупреждения и звать бухать по видео, хочу себе ещё одного такого клоуна как я",0
287,"5 чашка чая, сейчас только 10:26",0
289,все что я хочу это просто не в одиночестве прожить жизнь. вот. с кем-то как я!,0
290,"блин, я походу серьёзно сломался",0
291,"Сижу на контрольной и вместо того, чтобы открыть Гугл и что то списать по привычке зашёл в Твиттер",0
292,"Завтра первый экзамен, на котором мне нужно говорить, а я хочу мороженое. Если я его поем, то завтра будет ангина/воспаление лёгких/СПИД (нужное подчеркнуть). А этого вообще не хочется.",0
293,Вижу стопроцентную отдачу и взаимность только от пива и пирожков с капустой.,0
295,"Жду,когда Асагири напишет мне под тем твитом ""2?r"".",0
296,Только посмотрите что мне скинула мама  Интервью ic3pak  И ссылку на видео про аниме и Корею,0
297,"Блять,почему я вдруг начала дорожить и любить друзей,какой ужас,что это блять такое.",0
298,"ненавижу быть должной кому-то, но не отдаю долги, т.к. забываю-это замкнутый круг некомфорта",0
299,я секси мозг просто,0
301,"человек: находится в говне, ни черта не делает, что бы исправило ситуацию ситуация: ухудшается или приносит свои плоды (ужасные для человека) тоже человек: ой-ой-ой, как тяжело, за что же мне это всё в жизни даётся, за какие заслуги",0
302,"ах ты дурачок, вот нафига ты отписался от привата...",0
303,"ВСМЫСЛЕ СЕЙЧАС 10:24? Я ТОЛЬКО ПРОСНУЛАСЬ, АААААА Я ДУМАЛА ЧТО СЕЙЧАС ЧАСОВ 8-9, + У НАС НА УЛИЦЕ ДОЖДЬ С ТУЧАМИ ЧО ЗА ФИГНЯ",0
304,скучно без ульяны,0
305,"Отныне я крыска Лариска, прошу называть меня только так",0
306,~Совет~  Забейте на все и всех хуй и живите в свое удовольствие,0
307,"хотела посмотреть документалку про дикую природу, которая долго маячила перед глазами, но меня выгнали из комнаты с телевизором:(",0
308,хочу тоже поотвечать вот,0
309,мечтаю у себя на др увидеть стриптизера,0
310,ладно никаких играний ночью я устала и хочу спать,0
311,"итак, я нашла аудиоархив передачи калина красная на радио шансон, у меня осталось 5% заряда наушников и я в предвкушении чего-то великого",0
312,"Но все что я имею – это парня, который заботится и волнуется обо мне, просто молчит на мои подъбы в его сторону и терпит меня!  ""Зато нормальные и здоровые отношения""– твердит мне моя 2 личность. Ну вот хочу я себе припизднутого долбаеба в жизни и все тут!",0
314,А Я И НЕ ПРОТИВ,0
315,"ночь. сижу смотрю гарри поттера, ем винегрет, пью сидр и буквально чувствую себя счастливым человеком",0
316,"самое больное для всех фанатов не увидеть концерт mapthesoul7  ,но так же по ностальгировать по love yourself....им асе равно больно отпускать все эры  BANGBANGCON_D2",0
318,"За последнюю неделю несколько человек сказали, что ненавидят меня. Всем привет, я тетя Сука.",0
320,"мне так смешно с того как меня называют жирной только из-за наличия сисек типа??? биологию 8 класс учили, нет????? ну, это нормально что грудь у девочек растет, и что она имеет вес, а так же состоит из живой ткани и молочных желез.",0
321, yosanoakiko  cosplay,0
324,ПРОСТО НЕЖНАЯ НЕРЕАЛЬНАЯ НУ ЧИМТО МОЯ,0
325,этот аккорд кстати мне больше других нравится.,0
326,"Почему ты так долго убиралась ,? Я не могла найти серию турецкого сериала ...",0
327,я так люблю холодец это пиздец вы бы знали,0
328,Я вам че хуй по утрам вставать?,0
329,У Ксюши писька на физике,0
330,ШКОЛА НЕ НУЖНА МОИ ПАЛЬЦЫ ПИСТОЛЕТЫ ПАУ ПАУ ПАУ ПАУ ПАУ,0
331,хочу курить блже,0
332,зашла в аптеку -1к быть взрослой здорово ,0
333,почему я так удивляюсь что похожа на брата? ну типа мы же родственники всё-таки,0
334,Врываюсь в  нюдсочетверг,0
335,"мне так нравится, что они даже не замечают, как появляется это чувство и думают, что само так получилосьно «я лишь повторяю программу, ты лишь выполняешь задание».",0
336,"Я один жду своё личное жильё лишь для того, чтобы иметь твёрдую уверенность в том, что я один пользуюсь этим туалетом?",0
337,"mira que no me gusta mucho el japonés , pero hay una palabra súper bonita que no existe en español. describe el amor eterno incondicional a pesar de los obstáculos que nos pone la vida: naruto",0
338,да блять я так жду ее пиздец,0
339,Witchtober 2 - Autumn Fog ,0
340,Я очень рад... ААААААААААААААААААААААА!!!,0
341,пов собрались как-то главные геи своих фендомов и стали решать кто самый гейский гей,0
343,атсухины мои атсухины,0
344,"мне даже не обязательно доказать это кому-то,мне нужно знать для себя,что я лучше,у меня чего-то больше",0
346,Я сама со своего вида ору.,0
347,бляблябля как я завтра нажрусь а может быть и сегодня тоже ,0
348,"БЛЯТЬ Я НРАВЛЮСЬ СВОЕМУ ОДНОКУРСНИКУ КАК МНЕ ТЕПЕРЬ В ГЛАЗА ЕМУ СМОТРЕТЬ?? САНЯ, ТЫ ДОЛБАЁБИНА У МЕНЯ ТАКИЕ ФЛЕШБЭКИ ПОШЛИ ТЫ ДАЖЕ НЕ ПРЕДСТАВЛЯЕШЬ МНЕ ХУЁВО ХУ-Ё-ВО БЛЯТЬ",0
